map_size,num_agents,density,disjoint,heuristic,time_limit,cpu_time,h_time,h_cache,emvc_mvc_time,root_h_val,mdd_cache,mdd_time,expanded,generated
20,10,0.4,True,cg,60.0,2.916210412979126,0.7328872680664062,83328.0,0.0686461925506591,3.0,40408.0,0.9918642044067384,224.0,382.0
20,10,0.4,True,cg,60.0,4.712850093841553,0.1985354423522949,41272.0,0.0009982585906982,3.0,45944.0,0.7052545547485352,842.0,1604.0
20,10,0.4,True,cg,60.0,2.550003290176392,0.4287896156311035,77696.0,0.002004861831665,1.0,41464.0,0.7203102111816406,257.0,495.0
20,10,0.4,True,cg,60.0,0.2200005054473877,0.033043622970581,5504.0,0.0200440883636474,3.0,9720.0,0.087998628616333,32.0,63.0
20,10,0.4,True,cg,60.0,1.1630008220672607,0.1309666633605957,39640.0,0.0030033588409423,3.0,21088.0,0.3220133781433105,161.0,306.0
20,10,0.4,True,cg,60.0,0.5599956512451172,0.0989918708801269,20704.0,0.0049993991851806,3.0,10744.0,0.1890060901641845,54.0,105.0
20,10,0.4,True,cg,60.0,6.969966411590576,1.6168558597564695,80640.0,0.0110132694244384,3.0,40632.0,2.0146303176879883,430.0,842.0
20,10,0.4,True,cg,60.0,3.782037258148194,0.3989472389221191,79840.0,0.100053071975708,3.0,81344.0,1.1037542819976809,611.0,1160.0
20,10,0.4,True,cg,60.0,0.0449991226196289,0.0,840.0,0.0,1.0,2552.0,0.0309717655181884,6.0,11.0
20,10,0.4,False,cg,60.0,10.941039323806764,2.751598596572876,174456.0,0.2060208320617675,3.0,80352.0,3.330660820007324,845.0,1689.0
20,10,0.4,False,cg,60.0,11.005995035171509,0.3500323295593261,38136.0,0.0030016899108886,3.0,24224.0,0.626901388168335,2274.0,4547.0
20,10,0.4,False,cg,60.0,10.270044326782228,1.7155358791351318,95968.0,0.0070102214813232,1.0,46296.0,1.8931043148040767,1136.0,2271.0
20,10,0.4,False,cg,60.0,0.3290011882781982,0.0650234222412109,5728.0,0.0410127639770507,3.0,9720.0,0.1170186996459961,48.0,95.0
20,10,0.4,False,cg,60.0,2.1769979000091557,0.1749477386474609,23872.0,0.0009999275207519,3.0,11672.0,0.2890172004699707,360.0,719.0
20,10,0.4,False,cg,60.0,0.885009765625,0.1740210056304931,21376.0,0.020989179611206,3.0,10040.0,0.1939506530761718,92.0,183.0
20,10,0.4,False,cg,60.0,12.431001901626589,2.1290643215179443,44216.0,0.050023078918457,3.0,20896.0,2.363022327423096,894.0,1787.0
20,10,0.4,False,cg,60.0,27.575002431869507,2.145236730575561,85600.0,0.7180895805358887,3.0,168088.0,4.9777991771698,5867.0,11733.0
20,10,0.4,False,cg,60.0,0.0529999732971191,0.0009989738464355,1472.0,0.0,1.0,2648.0,0.029994249343872,10.0,19.0
20,10,0.4,True,dg,60.0,1.959737777709961,0.6834423542022705,76256.0,0.0973000526428222,3.0,21088.0,0.6327164173126221,97.0,170.0
20,10,0.4,True,dg,60.0,4.331743717193604,0.2927865982055664,47640.0,0.0,3.0,45624.0,0.6502244472503662,730.0,1413.0
20,10,0.4,True,dg,60.0,2.74800181388855,0.9531478881835938,83008.0,0.0030024051666259,1.0,37752.0,0.6240177154541016,211.0,410.0
20,10,0.4,True,dg,60.0,0.2009646892547607,0.0389363765716552,9848.0,0.0159492492675781,3.0,9624.0,0.0740649700164794,32.0,63.0
20,10,0.4,True,dg,60.0,1.0650343894958496,0.1379644870758056,46072.0,0.0020003318786621,3.0,21184.0,0.3048746585845947,151.0,285.0
20,10,0.4,True,dg,60.0,0.7040021419525146,0.1738991737365722,40280.0,0.0039997100830078,3.0,11480.0,0.1690707206726074,70.0,133.0
20,10,0.4,True,dg,60.0,10.68399715423584,4.557983160018921,93280.0,0.0240669250488281,3.0,41176.0,2.242062568664551,421.0,831.0
20,10,0.4,True,dg,60.0,2.92400336265564,0.6208860874176025,79456.0,0.2258756160736084,3.0,46520.0,0.7640736103057861,361.0,671.0
20,10,0.4,True,dg,60.0,0.0529987812042236,0.0,1408.0,0.0,1.0,2552.0,0.0390064716339111,6.0,11.0
20,10,0.4,False,dg,60.0,8.55300760269165,3.321124792098999,165912.0,0.3019979000091553,3.0,41240.0,2.147033214569092,456.0,911.0
20,10,0.4,False,dg,60.0,11.0479998588562,0.4290463924407959,43512.0,0.0019998550415039,3.0,23264.0,0.6219968795776367,2210.0,4419.0
20,10,0.4,False,dg,60.0,6.899030923843384,2.3910186290740967,96224.0,0.0140082836151123,1.0,39896.0,1.0310251712799072,627.0,1253.0
20,10,0.4,False,dg,60.0,0.4290022850036621,0.0960226058959961,10424.0,0.0489885807037353,3.0,9720.0,0.1310207843780517,48.0,95.0
20,10,0.4,False,dg,60.0,2.3400096893310547,0.2330813407897949,43416.0,0.003997802734375,3.0,11576.0,0.3090512752532959,337.0,673.0
20,10,0.4,False,dg,60.0,0.9930086135864258,0.2679953575134277,38296.0,0.0120055675506591,3.0,10040.0,0.1960265636444091,92.0,183.0
20,10,0.4,False,dg,60.0,17.393004655838013,6.631032466888428,80096.0,0.0580251216888427,3.0,20896.0,2.576177835464477,886.0,1771.0
20,10,0.4,False,dg,60.0,16.410990715026855,3.284015655517578,89728.0,1.1620385646820068,3.0,88160.0,3.2221357822418213,2757.0,5513.0
20,10,0.4,False,dg,60.0,0.0609974861145019,0.0020008087158203,2552.0,0.0,1.0,2648.0,0.0339925289154052,10.0,19.0
20,10,0.4,True,wdg,60.0,5.154964685440064,2.571228265762329,77792.0,0.0320291519165039,7.0,75552.0,2.111783504486084,67.0,119.0
20,10,0.4,True,wdg,60.0,6.653998851776123,1.5898969173431396,83264.0,0.0049953460693359,5.0,82112.0,1.219141960144043,799.0,1543.0
20,10,0.4,True,wdg,60.0,5.855961799621582,2.9048964977264404,157400.0,0.0040004253387451,1.0,82464.0,1.4457480907440186,276.0,535.0
20,10,0.4,True,wdg,60.0,0.1990001201629638,0.0879778861999511,5536.0,0.0029990673065185,8.0,9816.0,0.0850162506103515,9.0,17.0
20,10,0.4,True,wdg,60.0,1.2820281982421875,0.4741072654724121,46680.0,0.0069961547851562,4.0,23328.0,0.3279099464416504,127.0,234.0
20,10,0.4,True,wdg,60.0,1.193002700805664,0.4459834098815918,41272.0,0.0069630146026611,6.0,21856.0,0.4049267768859863,67.0,133.0
20,10,0.4,True,wdg,60.0,17.492998838424683,9.7581148147583,95936.0,0.0229623317718505,8.0,78912.0,3.9573967456817623,392.0,779.0
20,10,0.4,True,wdg,60.0,4.10099720954895,2.3698534965515137,83904.0,0.112999677658081,6.0,86848.0,1.190009355545044,135.0,255.0
20,10,0.4,True,wdg,60.0,0.1280004978179931,0.0420050621032714,4928.0,0.0,3.0,5984.0,0.069995641708374,6.0,11.0
20,10,0.4,False,wdg,60.0,7.769999265670776,3.883140802383423,89888.0,0.0709896087646484,7.0,45720.0,2.9400408267974854,174.0,347.0
20,10,0.4,False,wdg,60.0,12.01299262046814,1.212076187133789,48184.0,0.0120069980621337,5.0,39352.0,0.8099896907806396,2210.0,4419.0
20,10,0.4,False,wdg,60.0,11.29499125480652,5.201062440872192,167288.0,0.0269873142242431,1.0,77472.0,2.124039888381958,728.0,1455.0
20,10,0.4,False,wdg,60.0,0.2350022792816162,0.1219580173492431,9656.0,0.0089917182922363,8.0,5952.0,0.0790178775787353,12.0,23.0
20,10,0.4,False,wdg,60.0,2.893013000488281,0.6148996353149414,47288.0,0.0140042304992675,4.0,20768.0,0.450117826461792,336.0,671.0
20,10,0.4,False,wdg,60.0,1.2320070266723633,0.4890432357788086,39288.0,0.0160002708435058,6.0,11800.0,0.3319864273071289,67.0,133.0
20,10,0.4,False,wdg,60.0,20.391002655029297,9.168118476867676,85536.0,0.0729970932006836,8.0,38296.0,3.7991421222686768,805.0,1609.0
20,10,0.4,False,wdg,60.0,15.701999187469482,5.854232311248779,152728.0,0.793010950088501,6.0,150936.0,3.0608184337615967,1947.0,3893.0
20,10,0.4,False,wdg,60.0,0.1889965534210205,0.0790266990661621,5152.0,0.0,3.0,5856.0,0.0919864177703857,6.0,11.0
