map_size,num_agents,density,disjoint,heuristic,time_limit,cpu_time,h_time,h_cache,emvc_mvc_time,root_h_val,mdd_cache,mdd_time,expanded,generated
20,40,0.0,False,dg,60.0,6.319995880126953,1.5749495029449463,40024.0,0.6338150501251221,2.0,19776.0,0.7271151542663574,92.0,183.0
20,40,0.0,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,dg,60.0,5.381007194519043,1.2029871940612793,22624.0,0.016004323959350586,1.0,11384.0,0.9730422496795654,64.0,127.0
20,40,0.0,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,dg,60.0,2.595999240875244,0.2569878101348877,20480.0,0.018999814987182617,2.0,11096.0,0.3470039367675781,54.0,107.0
20,40,0.0,False,dg,60.0,3.3370020389556885,0.33605241775512695,23232.0,0.01199960708618164,1.0,11640.0,0.4860076904296875,68.0,135.0
20,40,0.0,False,dg,60.0,3.235992670059204,0.5070242881774902,23232.0,0.0050029754638671875,2.0,11576.0,0.4630696773529053,61.0,121.0
20,40,0.0,False,dg,60.0,8.188027143478394,1.1420364379882812,46808.0,0.025000333786010742,2.0,20928.0,0.7940740585327148,154.0,307.0
20,40,0.0,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,dg,60.0,5.141000032424927,0.6059887409210205,41560.0,0.04195809364318848,1.0,19808.0,0.5240492820739746,89.0,177.0
20,40,0.0,False,dg,60.0,3.040005922317505,0.30403590202331543,19712.0,0.0,1.0,10712.0,0.47400593757629395,51.0,101.0
20,40,0.0,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,dg,60.0,3.2630016803741455,0.8010272979736328,19520.0,0.0,1.0,10648.0,0.6540277004241943,41.0,81.0
20,40,0.0,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.0,False,dg,60.0,7.78799033164978,0.5390000343322754,38008.0,0.003999948501586914,2.0,19680.0,0.6709854602813721,176.0,351.0
20,40,0.0,False,dg,60.0,5.904991149902344,0.9799883365631104,40248.0,0.0,1.0,19648.0,1.071962594985962,91.0,181.0
20,40,0.0,False,dg,60.0,6.290006637573242,0.8180289268493652,44920.0,0.0010008811950683594,1.0,20096.0,0.6030011177062988,115.0,229.0
20,40,0.0,False,dg,60.0,2.3439953327178955,0.19198060035705566,20960.0,0.0,1.0,11032.0,0.3870058059692383,50.0,99.0
20,40,0.0,False,dg,60.0,4.380997180938721,0.683049201965332,38520.0,0.3200070858001709,2.0,11640.0,0.4789905548095703,80.0,159.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.1,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.2,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.2,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.2,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.2,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.2,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,0.2,False,dg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
