map_size,num_agents,density,disjoint,heuristic,time_limit,cpu_time,h_time,h_cache,emvc_mvc_time,root_h_val,mdd_cache,mdd_time,expanded,generated
20,10,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,10,0.0,False,cg,60.0,0.06999897956848145,0.0,392.0,0.0,0.0,1344.0,0.05999302864074707,2.0,3.0
20,10,0.0,False,cg,60.0,0.04896831512451172,0.0,392.0,0.0,0.0,1344.0,0.04296541213989258,2.0,3.0
20,10,0.0,False,cg,60.0,0.03903937339782715,0.0,296.0,0.0,0.0,872.0,0.03703498840332031,1.0,1.0
20,10,0.0,False,cg,60.0,0.06696081161499023,0.0,392.0,0.0,0.0,1344.0,0.05996417999267578,2.0,3.0
20,10,0.0,False,cg,60.0,0.08403778076171875,0.0049970149993896484,5024.0,0.0,0.0,4832.0,0.04304099082946777,19.0,37.0
20,10,0.0,False,cg,60.0,9.170995473861694,0.10997700691223145,39608.0,0.0,0.0,371424.0,1.7851316928863525,2969.0,5937.0
20,10,0.0,False,cg,60.0,0.06000185012817383,0.0,488.0,0.0,0.0,1408.0,0.051999807357788086,3.0,5.0
20,10,0.0,False,cg,60.0,0.05399918556213379,0.0,392.0,0.0,0.0,1344.0,0.04999947547912598,2.0,3.0
20,10,0.0,False,cg,60.0,0.07399511337280273,0.0010004043579101562,456.0,0.0,0.0,1408.0,0.06197762489318848,3.0,5.0
20,10,0.0,False,cg,60.0,0.19199705123901367,0.02699565887451172,4928.0,0.0,0.0,3096.0,0.11700773239135742,17.0,33.0
20,10,0.0,False,cg,60.0,0.03899717330932617,0.0,296.0,0.0,0.0,872.0,0.03699684143066406,1.0,1.0
20,10,0.0,False,cg,60.0,0.07300138473510742,0.0,296.0,0.0,0.0,872.0,0.07000160217285156,1.0,1.0
20,10,0.0,False,cg,60.0,0.20500802993774414,0.005997419357299805,520.0,0.0,0.0,1536.0,0.14400815963745117,6.0,11.0
20,10,0.0,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,10,0.0,False,cg,60.0,0.09199929237365723,0.0019996166229248047,488.0,0.0,0.0,1408.0,0.08300042152404785,3.0,5.0
20,10,0.0,False,cg,60.0,0.0590062141418457,0.001001596450805664,520.0,0.0,0.0,1408.0,0.051006317138671875,3.0,5.0
20,10,0.0,False,cg,60.0,0.11700916290283203,0.002000570297241211,520.0,0.0,0.0,1408.0,0.09000492095947266,3.0,5.0
20,10,0.0,False,cg,60.0,0.08099794387817383,0.0010027885437011719,456.0,0.0,0.0,1408.0,0.06999826431274414,3.0,5.0
20,10,0.0,False,cg,60.0,0.04900860786437988,0.0,296.0,0.0,0.0,872.0,0.04600882530212402,1.0,1.0
20,10,0.1,False,cg,60.0,0.07100033760070801,0.0010004043579101562,424.0,0.0,0.0,1344.0,0.06399846076965332,2.0,3.0
20,10,0.1,False,cg,60.0,0.5180001258850098,0.079986572265625,10296.0,0.0,0.0,9560.0,0.23800969123840332,54.0,107.0
20,10,0.1,False,cg,60.0,0.10900044441223145,0.009999990463256836,1536.0,0.0010001659393310547,2.0,2520.0,0.06600141525268555,8.0,15.0
20,10,0.1,False,cg,60.0,0.26500868797302246,0.030997037887573242,2840.0,0.0,1.0,2872.0,0.10101175308227539,27.0,53.0
20,10,0.1,False,cg,60.0,0.08699417114257812,0.0010006427764892578,744.0,0.0,0.0,1536.0,0.06699180603027344,5.0,9.0
20,10,0.1,False,cg,60.0,0.05500459671020508,0.0,424.0,0.0,0.0,1344.0,0.047005653381347656,2.0,3.0
20,10,0.1,False,cg,60.0,0.09096693992614746,0.004996538162231445,1440.0,0.0,0.0,2456.0,0.06200575828552246,7.0,13.0
20,10,0.1,False,cg,60.0,0.0650014877319336,0.0019989013671875,488.0,0.0,1.0,1472.0,0.0500028133392334,4.0,7.0
20,10,0.1,False,cg,60.0,0.052001237869262695,0.0,296.0,0.0,0.0,872.0,0.05000185966491699,1.0,1.0
20,10,0.1,False,cg,60.0,5.064001083374023,0.153975248336792,22592.0,0.0,0.0,38712.0,0.5419559478759766,1590.0,3179.0
20,10,0.1,False,cg,60.0,0.10799980163574219,0.01000070571899414,808.0,0.0,0.0,1472.0,0.07599973678588867,4.0,7.0
20,10,0.1,False,cg,60.0,0.07200074195861816,0.0029976367950439453,744.0,0.0,0.0,1472.0,0.05400347709655762,4.0,7.0
20,10,0.1,False,cg,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,10,0.1,False,cg,60.0,0.05800032615661621,0.0,456.0,0.0,0.0,1408.0,0.04999876022338867,3.0,5.0
20,10,0.1,False,cg,60.0,0.054001569747924805,0.0009992122650146484,424.0,0.0,0.0,1344.0,0.0480036735534668,2.0,3.0
20,10,0.1,False,cg,60.0,0.07299137115478516,0.0009992122650146484,808.0,0.0,0.0,1536.0,0.05199575424194336,5.0,9.0
20,10,0.1,False,cg,60.0,0.03999900817871094,0.0,392.0,0.0,0.0,1344.0,0.03599905967712402,2.0,3.0
20,10,0.1,False,cg,60.0,0.04199409484863281,0.0,424.0,0.0,0.0,1344.0,0.03600001335144043,2.0,3.0
20,10,0.1,False,cg,60.0,0.05100512504577637,0.0,296.0,0.0,0.0,872.0,0.04800605773925781,1.0,1.0
20,10,0.1,False,cg,60.0,0.06799912452697754,0.0019979476928710938,1344.0,0.0,0.0,1600.0,0.043999433517456055,6.0,11.0
20,10,0.2,False,cg,60.0,0.06000876426696777,0.0009987354278564453,744.0,0.0,0.0,1472.0,0.0500035285949707,4.0,7.0
20,10,0.2,False,cg,60.0,2.459994077682495,0.17699694633483887,5824.0,0.003007650375366211,0.0,9560.0,0.6040120124816895,184.0,367.0
20,10,0.2,False,cg,60.0,1.4180057048797607,0.3659963607788086,5440.0,0.0,2.0,2904.0,0.8029685020446777,15.0,29.0
20,10,0.2,False,cg,60.0,0.05500078201293945,0.0,488.0,0.0,0.0,1408.0,0.03699970245361328,3.0,5.0
20,10,0.2,False,cg,60.0,0.10899806022644043,0.00900125503540039,2840.0,0.0,2.0,2808.0,0.062003135681152344,13.0,25.0
20,10,0.2,False,cg,60.0,2.8450000286102295,0.5550177097320557,5024.0,0.0,1.0,5344.0,1.8170013427734375,27.0,53.0
20,10,0.2,False,cg,60.0,0.06999993324279785,0.0020029544830322266,456.0,0.0,1.0,1408.0,0.056001901626586914,3.0,5.0
20,10,0.2,False,cg,60.0,0.20699810981750488,0.013001203536987305,776.0,0.0,1.0,1536.0,0.1439988613128662,5.0,9.0
20,10,0.2,False,cg,60.0,0.7779955863952637,0.050997018814086914,2648.0,0.0,1.0,4768.0,0.29296278953552246,45.0,89.0
20,10,0.2,False,cg,60.0,0.241072416305542,0.03599691390991211,1504.0,0.0,1.0,2520.0,0.14807510375976562,8.0,15.0
20,10,0.2,False,cg,60.0,0.0559999942779541,0.003996133804321289,872.0,0.0,0.0,1536.0,0.0370020866394043,5.0,9.0
20,10,0.2,False,cg,60.0,0.20399904251098633,0.021997928619384766,1472.0,0.0,0.0,2456.0,0.1289975643157959,7.0,13.0
20,10,0.2,False,cg,60.0,0.10500001907348633,0.007002353668212891,2840.0,0.0,0.0,2968.0,0.05399799346923828,17.0,33.0
20,10,0.2,False,cg,60.0,0.049004554748535156,0.0,424.0,0.0,0.0,1408.0,0.03499770164489746,3.0,5.0
20,10,0.2,False,cg,60.0,0.12399864196777344,0.012000799179077148,2776.0,0.0,2.0,2712.0,0.07301020622253418,14.0,27.0
20,10,0.2,False,cg,60.0,0.21000003814697266,0.011000394821166992,840.0,0.0,0.0,1536.0,0.1480109691619873,5.0,9.0
20,10,0.2,False,cg,60.0,0.04400515556335449,0.0030028820037841797,776.0,0.0,0.0,1472.0,0.031006574630737305,4.0,7.0
